Compound.ID,Batch.Ref,Compound.Alias,Drug.Name,Main.Target,Selectivity,Therapeutic.Group,Library.ID,Supplier
WEHI-1214823,02,SN00755437,(-)-Bicuculline_methobromide,Water-soluble_GABAA_antagonist,,,KnownDrugs,Tocris
WEHI-1224518,01,SN00755438,"L-803,087_trifluoroacetate",Potent_and_selective_sst4_agonist,,,KnownDrugs,Tocris
WEHI-1224528,01,SN00755439,Ro_26-4550_trifluoroacetate,Competitive_inhibitor_of_IL-2/_IL-2Ralpha_receptor_interaction,,,KnownDrugs,Tocris
WEHI-1215985,01,SN00755440,PD_123319_ditrifluoroacetate,"Potent,_selective_non-peptide_AT2_antagonist",,,KnownDrugs,Tocris
WEHI-1215941,01,SN00755441,BRL_44408_maleate,Selective_alpha2A_antagonist,,,KnownDrugs,Tocris
WEHI-1216406,01,SN00755442,Proxyfan_Oxalate,High_affinity_H3_ligand,,,KnownDrugs,Tocris
WEHI-1215889,01,SN00755443,(-)-MK_801_maleate,"NMDA_antagonist,_less_active_enantiomer",,,KnownDrugs,Tocris
WEHI-1216447,01,SN00755444,Irsogladine_maleate,PDE4_inhibitor;_antiulcer_agent,,,KnownDrugs,Tocris
WEHI-1215745,01,SN00755989,(S)-AMPA,Selective_AMPA_agonist._Active_isomer_of_(RS)-AMPA_(Cat._No._0169),,,KnownDrugs,Tocris
WEHI-1216294,01,SN00755990,sodium_4-Phenylbutyrate,Histone_deacetylase_inhibitor,,,KnownDrugs,Tocris
WEHI-1216429,01,SN00755991,Castanospermine,Glucosidases_alpha_and_beta_inhibitor,,,KnownDrugs,Tocris
WEHI-1216437,01,SN00755992,(-)-Cytisine,"Potent,_selective_neuronal_nicotinic_agonist",,,KnownDrugs,Tocris
WEHI-1216300,01,SN00755993,Temozolomide,DNA-methylating_antitumor_agent,,,KnownDrugs,Tocris
WEHI-1215799,01,SN00755994,"Methyl_2,5-dihydroxycinnamate",EGFR-kinase_inhibitor,,,KnownDrugs,Tocris
WEHI-1216032,01,SN00755995,Cantharidin,Protein_phosphatase_1_and_2A_inhibitor,,,KnownDrugs,Tocris
WEHI-1216030,01,SN00755996,Splitomicin,Sir2p_inhibitor,,,KnownDrugs,Tocris
WEHI-1215916,01,SN00755997,CHPG,mGlu5_selective_agonist,,,KnownDrugs,Tocris
WEHI-1216379,01,SN00755998,AG_99,EGFR-kinase_inhibitor,,,KnownDrugs,Tocris
WEHI-1216228,01,SN00755999,IBC_293,Selective_agonist_for_the_GPR109B_(HM74)_receptor._Antilipolytic,,,KnownDrugs,Tocris
WEHI-1215761,01,SN00756000,N-[2-(Acetoxy)ethyl]-3-pyridinecarboxamide,K+_channel_opener;_vasodilator,,,KnownDrugs,Tocris
WEHI-1215748,01,SN00756001,(RS)-4-Carboxy-3-hydroxyphenylglycine,Broad_spectrum_EAA_ligand,,,KnownDrugs,Tocris
WEHI-1215750,01,SN00756002,(S)-4-Carboxy-3-hydroxyphenylglycine,Group_I_antagonist/group_II_agonist,,,KnownDrugs,Tocris
WEHI-1215751,01,SN00756003,(R)-3-Carboxy-4-hydroxyphenylglycine,Ionotropic_glutamate_receptor_antagonist,,,KnownDrugs,Tocris
WEHI-1215752,01,SN00756004,(S)-3-Carboxy-4-hydroxyphenylglycine,Group_I_antagonist/group_II_agonist,,,KnownDrugs,Tocris
WEHI-1216123,01,SN00756005,DMNB,DNA-PK_inhibitor,,,KnownDrugs,Tocris
WEHI-1216131,01,SN00756006,Nicorandil,KATP_channel_opener_and_NO_donor,,,KnownDrugs,Tocris
WEHI-1216452,01,SN00756007,Zonisamide,Blocks_voltage-sensitive_Na+_and_Ca2+_channels_(T-type),,,KnownDrugs,Tocris
WEHI-1215951,01,SN00756008,SIB_1757,Highly_selective_mGlu5_antagonist,,,KnownDrugs,Tocris
WEHI-1215940,01,SN00756009,KU14R,Antagonist_of_pancreatic_imidazoline_receptor,,,KnownDrugs,Tocris
WEHI-1216153,01,SN00756010,3-MATIDA,"Potent,_selective_mGlu1_antagonist",,,KnownDrugs,Tocris
WEHI-1215778,01,SN00756011,Flurofamide,Urease_inhibitor,,,KnownDrugs,Tocris
WEHI-1216063,01,SN00756012,Acifran,Hypolipidemic_agent;_agonist_for_the_GPR109A_(HM74A)_and_GPR109B_receptors,,,KnownDrugs,Tocris
WEHI-1216378,01,SN00756013,Cimaterol,beta_agonist,,,KnownDrugs,Tocris
WEHI-1215958,01,SN00756014,BHQ,Inhibitor_of_SERCA_ATPase,,,KnownDrugs,Tocris
WEHI-1215741,01,SN00756015,S-Sulfo-L-cysteine_sodium_salt,Group_I_agonist,,,KnownDrugs,Tocris
WEHI-1215809,01,SN00756016,Salsolinol-1-carboxylic_acid,Endogenous_amino_acid,,,KnownDrugs,Tocris
WEHI-1215955,01,SN00756017,2-APB,IP3_receptor_antagonist._Also_TRP_channel_modulator,,,KnownDrugs,Tocris
WEHI-1216247,01,SN00756018,Acyclovir,Inhibits_viral_DNA_polymerase;_antiherpetic_agent,,,KnownDrugs,Tocris
WEHI-1216292,01,SN00756019,JLK_6,Inhibitor_of_gamma-secretase-mediated_betaAPP_processing,,,KnownDrugs,Tocris
WEHI-1215991,01,SN00756020,PMPA_(NAALADase_inhibitor),GCP_II_inhibitor,,,KnownDrugs,Tocris
WEHI-1215774,01,SN00756021,(S)-(-)-Carbidopa,Aromatic_L-amino_acid_decarboxylase_inhibitor,,,KnownDrugs,Tocris
WEHI-1216399,01,SN00756022,U0124,Inactive_analog_of_U0126_(Cat._No._1144),,,KnownDrugs,Tocris
WEHI-1216178,01,SN00756023,Zebularine,DNA_methyltransferase_and_cytidine_deaminase_inhibitor,,,KnownDrugs,Tocris
WEHI-1216272,01,SN00756024,Decitabine,DNA_methyltransferase_inhibitor,,,KnownDrugs,Tocris
WEHI-1215930,01,SN00756025,ATPA,"Selective,_potent_GluR5_agonist",,,KnownDrugs,Tocris
WEHI-1215959,01,SN00756026,CCMQ,Used_to_characterize_NR2B-containing_NMDA_receptors,,,KnownDrugs,Tocris
WEHI-1216376,01,SN00756027,CNQX,Potent_AMPA/kainate_antagonist,,,KnownDrugs,Tocris
WEHI-1216237,01,SN00756028,Costunolide,Inhibitor_of_human_telomerase_activity,,,KnownDrugs,Tocris
WEHI-1215954,01,SN00756029,IDRA_21,Inhibits_AMPA_receptor_desensitization,,,KnownDrugs,Tocris
WEHI-1215862,01,SN00756030,MTPG,Group_II/group_III_mGlu_antagonist._More_selective_for_group_II_than_group_III,,,KnownDrugs,Tocris
WEHI-1215915,01,SN00756031,1-BCP,Modulates_AMPA-mediated_responses,,,KnownDrugs,Tocris
WEHI-1215908,01,SN00756032,8-M-PDOT,Melatonin_agonist,,,KnownDrugs,Tocris
WEHI-1215974,01,SN00756033,"(S)-3,4-DCPG","Potent,_selective_mGlu8a_agonist",,,KnownDrugs,Tocris
WEHI-1215995,01,SN00756034,"(RS)-3,4-DCPG","Potent_systemically_active_anticonvulsant._Racemate_of_(R)-3,4,-DCPG_(Cat._No._1395)",,,KnownDrugs,Tocris
WEHI-1215996,01,SN00756035,"(R)-3,4-DCPG",AMPA_antagonist/weak_NMDA_antagonist,,,KnownDrugs,Tocris
WEHI-1217086,01,SN00756036,DL-TBOA,Selective_non-transportable_inhibitor_of_EAATs,,,KnownDrugs,Tocris
WEHI-1216395,01,SN00756037,DPN,Highly_potent_ERbeta_agonist,,,KnownDrugs,Tocris
WEHI-1215861,01,SN00756038,DTG,High_affinity_ligand_(sigma1_=_sigma2),,,KnownDrugs,Tocris
WEHI-1215757,01,SN00755445,"(±)-1-(1,2-Diphenylethyl)piperidine_maleate","NMDA_antagonist,_acts_ion_channel_site",,,KnownDrugs,Tocris
WEHI-1215845,01,SN00755446,(+)-UH_232_maleate,D2-like_autoreceptor_antagonist._D3_partial_agonist.,,,KnownDrugs,Tocris
WEHI-1215768,01,SN00755447,"L-693,403_maleate",High_affinity_sigma_ligand,,,KnownDrugs,Tocris
WEHI-1216216,01,SN00755448,JNJ_10191584_maleate,Selective_H4_receptor_antagonist;_orally_active,,,KnownDrugs,Tocris
WEHI-1216384,01,SN00755449,3-AQC,5-HT3_antagonist,,,KnownDrugs,Tocris
WEHI-1216229,01,SN00755450,ER_27319_maleate,Selective_Syk_kinase_inhibitor,,,KnownDrugs,Tocris
WEHI-1216005,01,SN00755451,(S)-(+)-Dimethindene_maleate,M2-selective_antagonist,,,KnownDrugs,Tocris
WEHI-1215806,01,SN00755452,4-PPBP_maleate,"Specific_sigma_ligand,_NMDA_antagonist",,,KnownDrugs,Tocris
WEHI-1216453,01,SN00755453,Quipazine_dimaleate,5-HT3_agonist,,,KnownDrugs,Tocris
WEHI-1215838,01,SN00755454,SM-21_maleate,Presynaptic_cholinergic_modulator,,,KnownDrugs,Tocris
WEHI-1215793,01,SN00755455,BP_554_maleate,Selective_5-HT1A_agonist,,,KnownDrugs,Tocris
WEHI-1215794,01,SN00755456,N-Methylquipazine_dimaleate,5-HT3_agonist,,,KnownDrugs,Tocris
WEHI-1215837,01,SN00755457,PG-9_maleate,Presynaptic_cholinergic_modulator,,,KnownDrugs,Tocris
WEHI-1215824,01,SN00755458,7-Hydroxy-PIPAT_maleate,D3_agonist_(D3_>_D2),,,KnownDrugs,Tocris
WEHI-1216167,01,SN00755459,CGS_9343B,Calmodulin_antagonist,,,KnownDrugs,Tocris
WEHI-1215877,01,SN00755460,BNTX_maleate,Standard_delta1_selective_antagonist,,,KnownDrugs,Tocris
WEHI-1215811,01,SN00755461,HTMT_dimaleate,H1_/_H2_agonist,,,KnownDrugs,Tocris
WEHI-1215821,01,SN00755462,3`-Fluorobenzylspiperone_maleate,D2-like_receptor_ligand,,,KnownDrugs,Tocris
WEHI-1215356,02,SN00755463,a-Methyl-5-hydroxytryptamine_maleate,5-HT2B_agonist,,,KnownDrugs,Tocris
WEHI-1214962,02,SN00755464,5-Carboxamidotryptamine_maleate,5-HT1_agonist._Also_has_high_affinity_for_5-ht5A_and_5-HT7,,,KnownDrugs,Tocris
WEHI-1215394,02,SN00755465,(+)-MK_801_maleate,"Non-competitive_NMDA_antagonist,_acts_at_ion_channel_site",,,KnownDrugs,Tocris
WEHI-1215664,02,SN00755466,U_99194_maleate,"Potent,_selective_D3_antagonist",,,KnownDrugs,Tocris
WEHI-1215408,02,SN00755467,Mepyramine_maleate,Selective_H1_inverse_agonist,,,KnownDrugs,Tocris
WEHI-1214866,02,SN00755468,BTCP_maleate,Potent_dopamine_uptake_inhibitor,,,KnownDrugs,Tocris
WEHI-1215651,02,SN00755469,(S)-Timolol_maleate,beta1_antagonist,,,KnownDrugs,Tocris
WEHI-1215086,02,SN00755470,Fluvoxamine_maleate,5-HT_re-uptake_inhibitor,,,KnownDrugs,Tocris
WEHI-1214753,02,SN00755471,Paroxetine_maleate,Highly_potent_and_selective_5-HT_uptake_inhibitor,,,KnownDrugs,Tocris
WEHI-1215468,02,SN00755472,PD_168077_maleate,"High_affinity,_selective_D4_agonist",,,KnownDrugs,Tocris
WEHI-1215331,02,SN00755473,Methylergometrine_maleate,Active_metabolite_of_methysergide_(Cat._No._1064),,,KnownDrugs,Tocris
WEHI-1215455,02,SN00755858,Oxotremorine_M,Muscarinic_agonist,,,KnownDrugs,Tocris
WEHI-1215011,02,SN00755859,4-DAMP,Muscarinic_M3_antagonist,,,KnownDrugs,Tocris
WEHI-1215307,02,SN00755860,MG_624,alpha7_neuronal_nicotinic_receptor_antagonist,,,KnownDrugs,Tocris
WEHI-1214823,04,SN00755861,(-)-Bicuculline_methiodide,Water-soluble_GABAA_antagonist,,,KnownDrugs,Tocris
WEHI-1215244,03,SN00755862,Lamotrigine_isethionate,Water-soluble_salt_of_Cat._No._1611,,,KnownDrugs,Tocris
WEHI-1224537,01,SN00755863,NAS-181,Selective_r5-HT1B_antagonist._Active_in_vivo,,,KnownDrugs,Tocris
WEHI-1215826,01,SN00755864,Pirlindole_mesylate,MAO-A_inhibitor,,,KnownDrugs,Tocris
WEHI-1215825,01,SN00755865,Tetrindole_mesylate,MAO-A_inhibitor,,,KnownDrugs,Tocris
WEHI-1217089,01,SN00755866,Reboxetine_mesylate,"Potent,_selective_noradrenalin_uptake_inhibitor;_orally_active",,,KnownDrugs,Tocris
WEHI-1216070,01,SN00755867,Gabexate_mesylate,"Serine_protease_inhibitor;_inhibits_thrombin,_trypsin,_kallikrein_and_plasmin",,,KnownDrugs,Tocris
WEHI-1215961,01,SN00755868,KB-R7943_mesylate,Na+/Ca2+_exchange_inhibitor_(reverse_mode),,,KnownDrugs,Tocris
WEHI-1215874,01,SN00755869,Naltriben_mesylate,Standard_delta2_selective_antagonist,,,KnownDrugs,Tocris
WEHI-1216105,01,SN00755870,Ro_31-8220_mesylate,Protein_kinase_inhibitor,,,KnownDrugs,Tocris
WEHI-1215777,01,SN00755871,Dihydroergocristine_mesylate,Partial_alpha_agonist._Non-selective,,,KnownDrugs,Tocris
WEHI-1214967,02,SN00755872,Dihydroergotamine_mesylate,Partial_alpha_agonist._Non-selective,,,KnownDrugs,Tocris
WEHI-1214819,02,SN00755873,Bromocriptine_mesylate,Selective_D2-like_agonist,,,KnownDrugs,Tocris
WEHI-1217099,01,SN00755874,3-Methyl-GABA,Activator_of_GABA_amino-transferase,,,KnownDrugs,Tocris
WEHI-1224550,01,SN00755875,5-Nonyloxytryptamine_oxalate,Selective_5-HT1B_agonist,,,KnownDrugs,Tocris
WEHI-1216405,01,SN00755876,MRS_3777_hemioxalate,"High_affinity,_selective_A3_antagonist",,,KnownDrugs,Tocris
WEHI-1216391,01,SN00755877,Butabindide_oxalate,CCK-inactivating_serine_protease_inhibitor,,,KnownDrugs,Tocris
WEHI-1216380,01,SN00755878,4-(4-Fluorobenzoyl)-1-(4-phenylbutyl)-piperidine_oxalate,Selective_5-HT2A_antagonist,,,KnownDrugs,Tocris
WEHI-1216385,01,SN00755879,8-Hydroxy-PIPAT_oxalate,High_affinity_5-HT1A_agonist,,,KnownDrugs,Tocris
WEHI-1216397,01,SN00755880,Y_29794_oxalate,Prolyl_endopeptidase_inhibitor,,,KnownDrugs,Tocris
WEHI-1216398,01,SN00755881,SR_33805_oxalate,Ca2+_channel_blocker;_binds_allosterically_to_distinct_site_on_L-type_channels,,,KnownDrugs,Tocris
WEHI-1215852,01,SN00755882,7-NINA,Non-selective_NOS_inhibitor._Sodium_salt_of_7-nitroindazole_(Cat._No._0602),,,KnownDrugs,Tocris
WEHI-1216388,01,SN00755883,CNQX_disodium_salt,Potent_AMPA/kainate_antagonist._More_water_soluble_form_of_CNQX_(Cat._No._0190),,,KnownDrugs,Tocris
WEHI-1216184,01,SN00755884,DNQX_disodium_salt,Selective_non-NMDA_antagonist._Water-soluble_salt_of_DNQX,,,KnownDrugs,Tocris
WEHI-1215977,01,SN00755885,PPNDS,"Potent,_selective_P2X1_antagonist",,,KnownDrugs,Tocris
WEHI-1215025,02,SN00755886,"Dantrolene,_sodium_salt",Ca2+_release_inhibitor,,,KnownDrugs,Tocris
WEHI-1215424,02,SN00755887,NBQX_disodium_salt,Potent_AMPA_antagonist._More_water_soluble_form_of_NBQX_(Cat._No._0373),,,KnownDrugs,Tocris
WEHI-1217070,02,SN00755888,Suramin_hexasodium_salt,Non-selective_P2_antagonist,,,KnownDrugs,Tocris
WEHI-1217085,01,SN00755889,RU_24969_hemisuccinate,5-HT1B/1A_agonist,,,KnownDrugs,Tocris
WEHI-1217109,01,SN00755890,GR_125487_sulfamate,"Potent,_selective_5-HT4_antagonist._Active_in_vivo",,,KnownDrugs,Tocris
WEHI-1215653,02,SN00755891,Ketanserin_tartrate,Selective_5-HT2A_antagonist._Also_antagonist_at_5-HT1D,,,KnownDrugs,Tocris
WEHI-1215671,03,SN00755892,"UK_14,304_tartrate","alpha2_agonist._Water-soluble_form_of_UK_14,304",,,KnownDrugs,Tocris
WEHI-1215222,03,SN00755893,Ifenprodil_hemitartrate,Non-competitive_NMDA_antagonist._Also_sigma_ligand,,,KnownDrugs,Tocris
WEHI-1224514,01,SN00755894,"L-692,585","Potent,_non-peptide_ghrelin_receptor_agonist",,,KnownDrugs,Tocris
WEHI-1224534,01,SN00755895,(R)-(+)-Bay_K_8644,Ca2+-channel_blocker_(L-type),,,KnownDrugs,Tocris
WEHI-1224508,01,SN00755896,(R)-AMPA,Inactive_isomer_of_(RS)-AMPA_(Cat._No._0169),,,KnownDrugs,Tocris
WEHI-1224533,01,SN00755897,(S)-SNAP_5114,GABA_uptake_inhibitor,,,KnownDrugs,Tocris
WEHI-1224541,01,SN00755898,1-Deoxynojirimycin,Glucosidase_I_and_II_inhibitor,,,KnownDrugs,Tocris
WEHI-1224544,01,SN00755899,Actinomycin_D,Inhibits_RNA_polymerase,,,KnownDrugs,Tocris
WEHI-1224492,01,SN00755900,ARP_101,Inhibitor_of_MMP-2,,,KnownDrugs,Tocris
WEHI-1224499,01,SN00755901,BAY_36-7620,Non-competitive_mGlu1_antagonist_with_inverse_agonist_activity,,,KnownDrugs,Tocris
WEHI-1224500,01,SN00755902,BAY_59-3074,CB1/CB2_receptor_partial_agonist,,,KnownDrugs,Tocris
WEHI-1224530,01,SN00755903,BIIE_0246_formate,"Potent,_selective_non-peptide_NPY_Y2_antagonist",,,KnownDrugs,Tocris
WEHI-1224539,01,SN00755904,Cabergoline,Selective_D2-like_agonist,,,KnownDrugs,Tocris
WEHI-1224551,01,SN00755905,CCCP,Oxidative_phosphorylation_uncoupler,,,KnownDrugs,Tocris
WEHI-1224511,01,SN00755906,cis-ACBD,"Potent,_selective_L-glutamate_uptake_inhibitor",,,KnownDrugs,Tocris
WEHI-1224552,01,SN00755907,Danazol,Anterior_pituitary_suppressant,,,KnownDrugs,Tocris
WEHI-1224522,01,SN00755908,Demethylasterriquinone_B1,Selective_insulin_RTK_activator,,,KnownDrugs,Tocris
WEHI-1224512,01,SN00755909,Devazepide,"Selective,_orally_active_CCK1_receptor_antagonist",,,KnownDrugs,Tocris
WEHI-1224510,01,SN00755910,Domoic_acid,"Potent,_selective_kainate_agonist",,,KnownDrugs,Tocris
WEHI-1224547,01,SN00755911,HomoAMPA,"Potent,_highly_selective_mGlu6_agonist",,,KnownDrugs,Tocris
WEHI-1224524,01,SN00755912,ITE,Endogenous_agonist_for_the_transcription_factor_aryl_hydrocarbon_receptor,,,KnownDrugs,Tocris
WEHI-1224490,01,SN00755913,Ivachtin,Potent_caspase-3_inhibitor,,,KnownDrugs,Tocris
WEHI-1224545,01,SN00755914,LY_341495,"Highly_potent,_selective_group_II_antagonist",,,KnownDrugs,Tocris
WEHI-1224554,01,SN00755915,Malonoben,Oxidative_phosphorylation_uncoupler,,,KnownDrugs,Tocris
WEHI-1224529,01,SN00755916,MG_132,Proteasome_and_calpain_inhibitor._Inhibits_NF-kappaB_activation,,,KnownDrugs,Tocris
WEHI-1224523,01,SN00755917,N-ArachidonylGABA,Inhibits_pain_in_vivo,,,KnownDrugs,Tocris
WEHI-1224538,01,SN00755918,NF_449,Highly_selective_P2X1_antagonist,,,KnownDrugs,Tocris
WEHI-1224505,01,SN00755919,NNC_26-9100,Selective_sst4_agonist,,,KnownDrugs,Tocris
WEHI-1224546,01,SN00755920,NU_7026,Selective_DNA-dependent_protein_kinase_inhibitor,,,KnownDrugs,Tocris
WEHI-1224531,01,SN00755921,O-2050,CB1_silent_antagonist,,,KnownDrugs,Tocris
WEHI-1223723,01,SN00755922,P1075,Potent_KATP_channel_opener,,,KnownDrugs,Tocris
WEHI-1224517,01,SN00755923,Paxilline,Potent_blocker_of_BKCa_channels,,,KnownDrugs,Tocris
WEHI-1224536,01,SN00755924,Pinacidil,K+_channel_opener._Activates_KATP_channels,,,KnownDrugs,Tocris
WEHI-1224494,01,SN00755925,PSB_069,Non-selective_NTPDase_inhibitor,,,KnownDrugs,Tocris
WEHI-1224504,01,SN00755926,RITA,p53-MDM2_interaction_inhibitor;_antitumor,,,KnownDrugs,Tocris
WEHI-1224503,01,SN00755927,SCH_442416,"Very_selective,_high_affinity_A2A_antagonist",,,KnownDrugs,Tocris
WEHI-1224509,01,SN00755928,SR_142948,Highly_potent_NT_receptor_antagonist,,,KnownDrugs,Tocris
WEHI-1215559,02,SN00755474,Ro_25-6981_maleate,Subtype-selective_NR2B_antagonist,,,KnownDrugs,Tocris
WEHI-1215387,02,SN00755475,Methysergide_maleate,5-HT1/5-HT2_antagonist,,,KnownDrugs,Tocris
WEHI-1215339,02,SN00755476,Methiothepin_maleate,Has_moderate_affinity_for_5-ht5_and_high_affinity_for_5-ht6_and_5-HT7._Also_antagonist_at_5-HT1_and_5-HT2,,,KnownDrugs,Tocris
WEHI-1215698,02,SN00755477,Zolantidine_dimaleate,"Potent,_centrally_active_H2_antagonist",,,KnownDrugs,Tocris
WEHI-1215905,01,SN00755478,Methyllycaconitine_citrate,alpha7_neuronal_nicotinic_receptor_antagonist,,,KnownDrugs,Tocris
WEHI-1214930,02,SN00755479,Carbetapentane_citrate,High_affinity_sigma1_ligand,,,KnownDrugs,Tocris
WEHI-1214899,02,SN00755480,Calmidazolium_chloride,Calmodulin_antagonist,,,KnownDrugs,Tocris
WEHI-1215912,01,SN00755481,QX_222,Na+_channel_blocker,,,KnownDrugs,Tocris
WEHI-1215899,01,SN00755482,ZD_7288,Sino-atrial_node_function_modulator_(If_inhibitor),,,KnownDrugs,Tocris
WEHI-1217084,01,SN00755483,Diphenyleneiodonium_chloride,Binds_to_flavoproteins_and_inhibits_NOS,,,KnownDrugs,Tocris
WEHI-1216425,01,SN00755484,Ambenonium_dichloride,Cholinesterase_inhibitor,,,KnownDrugs,Tocris
WEHI-1215452,02,SN00755485,(±)-Palmitoylcarnitine_chloride,Protein_kinase_C_inhibitor,,,KnownDrugs,Tocris
WEHI-1215239,03,SN00755486,QX_314_chloride,Na+_channel_blocker,,,KnownDrugs,Tocris
WEHI-1214823,03,SN00755487,(-)-Bicuculline_methochloride,Water-soluble_GABAA_antagonist,,,KnownDrugs,Tocris
WEHI-1224555,01,SN00755488,J_104129_fumarate,"Potent,_selective_M3_antagonist",,,KnownDrugs,Tocris
WEHI-1217075,02,SN00755489,GR_89696_fumarate,Subtype-selective_kappa_opioid_agonist,,,KnownDrugs,Tocris
WEHI-1217102,01,SN00755490,Rilmenidine_hemifumarate,alpha2_agonist._Also_I1_ligand,,,KnownDrugs,Tocris
WEHI-1217104,01,SN00755491,Isamoltane_hemifumarate,5-HT1B_antagonist,,,KnownDrugs,Tocris
WEHI-1217110,01,SN00755492,Ro_60-0175_fumarate,"Potent,_selective_5-HT2C_agonist",,,KnownDrugs,Tocris
WEHI-1217106,01,SN00755493,SDZ_SER_082_fumarate,Selective_5-HT2B/2C_antagonist,,,KnownDrugs,Tocris
WEHI-1217107,01,SN00755494,UB_165_fumarate,Subunit_selective_nAChR_agonist,,,KnownDrugs,Tocris
WEHI-1217100,01,SN00755495,DPPE_fumarate,Inhibitor_of_histamine_binding_at_the_intracellular_binding_site,,,KnownDrugs,Tocris
WEHI-1217115,01,SN00755496,Cyanopindolol_hemifumarate,5-HT1A/1B_antagonist._Also_beta-adrenergic_antagonist,,,KnownDrugs,Tocris
WEHI-1217114,01,SN00755497,TC_2559_difumarate,Selective_partial_agonist_at_alpha4beta2_receptors,,,KnownDrugs,Tocris
WEHI-1217101,01,SN00755498,2-CMDO,D2-like_antagonist._Displays_some_D4_selectivity,,,KnownDrugs,Tocris
WEHI-1217103,01,SN00755499,Xamoterol_hemifumarate,beta1_selective_partial_agonist,,,KnownDrugs,Tocris
WEHI-1217116,01,SN00755500,Clemastine_fumarate,H1_antagonist,,,KnownDrugs,Tocris
WEHI-1217108,01,SN00755501,Formoterol_hemifumarate,Potent_and_selective_beta2_agonist,,,KnownDrugs,Tocris
WEHI-1217113,01,SN00755502,Zamifenacin_fumarate,Selective_M3_antagonist,,,KnownDrugs,Tocris
WEHI-1217111,01,SN00755503,Tabimorelin,"Potent,_orally_active_ghrelin_receptor_agonist",,,KnownDrugs,Tocris
WEHI-1217080,02,SN00755504,(±)-Bisoprolol_hemifumarate,beta1_antagonist,,,KnownDrugs,Tocris
WEHI-1217077,02,SN00755505,Ketotifen_fumarate,H1_antagonist,,,KnownDrugs,Tocris
WEHI-0105217,03,SN00755506,Oxotremorine_sesquifumarate,Muscarinic_agonist,,,KnownDrugs,Tocris
WEHI-1224543,01,SN00755507,Cytochalasin_D,Disrupts_actin_filament_function,,,KnownDrugs,Tocris
WEHI-1215742,01,SN00755508,ZAPA_sulphate,Agonist_at_'low_affinity'_GABAA_receptor._More_potent_than_GABA/muscimol,,,KnownDrugs,Tocris
WEHI-1216427,01,SN00755509,Physostigmine_hemisulfate,Cholinesterase_inhibitor,,,KnownDrugs,Tocris
WEHI-1215966,01,SN00755510,Vinblastine_sulfate,Disrupts_microtubules,,,KnownDrugs,Tocris
WEHI-1216434,01,SN00755511,Vincristine_sulfate,Disrupts_microtubules,,,KnownDrugs,Tocris
WEHI-0103715,03,SN00755512,Salbutamol_hemisulfate,beta_agonist_(beta2_>_beta1),,,KnownDrugs,Tocris
WEHI-1224549,01,SN00755513,SB_205607_dihydrobromide,"delta1_selective,_high_affinity_non-peptide_agonist",,,KnownDrugs,Tocris
WEHI-1224513,01,SN00755514,SCH_39166_hydrobromide,High_affinity_D1/D5_receptor_antagonist,,,KnownDrugs,Tocris
WEHI-1224493,01,SN00755515,TCB2,"Potent,_high_affinity_5-HT2A_agonist",,,KnownDrugs,Tocris
WEHI-1224502,01,SN00755516,VUF_5681_dihydrobromide,Potent_H3_receptor_silent_antagonist,,,KnownDrugs,Tocris
WEHI-1224501,01,SN00755517,VUF_8430_dihydrobromide,"Potent,_high_affinity_H4_agonist",,,KnownDrugs,Tocris
WEHI-1215204,02,SN00755518,(R)-(+)-8-Hydroxy-DPAT_hydrobromide,More_active_enantiomer_of_Cat._No._0529,,,KnownDrugs,Tocris
WEHI-1215548,02,SN00755519,SKF_83959_hydrobromide,D1-like_partial_agonist,,,KnownDrugs,Tocris
WEHI-1215876,01,SN00755520,S-Isopropylisothiourea_hydrobromide,"iNOS_inhibitor,_acts_arginine_binding_site",,,KnownDrugs,Tocris
WEHI-1215797,01,SN00755521,(S)-(+)-a-Methylhistamine_dihydrobromide,"H3_agonist,_less_active_enantiomer",,,KnownDrugs,Tocris
WEHI-1216080,01,SN00755522,Impentamine_dihydrobromide,Selective_H3_antagonist,,,KnownDrugs,Tocris
WEHI-1215815,01,SN00755523,Amthamine_dihydrobromide,Highly_selective_standard_H2_agonist,,,KnownDrugs,Tocris
WEHI-1216185,01,SN00755524,Immethridine_dihydrobromide,"Potent_H3_agonist,_highly_selective_over_H4",,,KnownDrugs,Tocris
WEHI-1215886,01,SN00755525,Immepip_dihydrobromide,Standard_H3_agonist._Also_H4_agonist,,,KnownDrugs,Tocris
WEHI-1215968,01,SN00755526,SR_95531_hydrobromide,"Selective,_competitive_GABAA_receptor_antagonist",,,KnownDrugs,Tocris
WEHI-1216428,01,SN00755527,Galanthamine_hydrobromide,Cholinesterase_inhibitor,,,KnownDrugs,Tocris
WEHI-1216002,01,SN00755528,Scopolamine_hydrobromide,Non-selective_muscarinic_antagonist,,,KnownDrugs,Tocris
WEHI-1215918,01,SN00755529,A_61603_hydrobromide,alpha1A_agonist,,,KnownDrugs,Tocris
WEHI-1216038,01,SN00755530,SKF_83566_hydrobromide,"Potent,_selective_D1-like_antagonist",,,KnownDrugs,Tocris
WEHI-1215890,01,SN00755531,BD_1047_dihydrobromide,sigma1_selective_antagonist,,,KnownDrugs,Tocris
WEHI-1215784,01,SN00755532,BD_1008_dihydrobromide,"Potent,_selective_sigma_ligand",,,KnownDrugs,Tocris
